english	greek
groans and tears. It is not because we rank you with the gods that I and these children are suppliants at your hearth, but because we deem you the first among men in life’s common fortunes and in dealings with the divinities:	Ἅιδης στεναγμοῖς καὶ γόοις πλουτίζεται. θεοῖσι μέν νυν οὐκ ἰσούμενόν σʼ ἐγὼ οὐδʼ οἵδε παῖδες ἑζόμεσθʼ ἐφέστιοι, ἀνδρῶν δὲ πρῶτον ἔν τε συμφοραῖς βίου κρίνοντες ἔν τε δαιμόνων συναλλαγαῖς·
when you came to the city of the Cadmeans, you freed us from the tax that we rendered to the hard songstress, and that when you knew no more than anyone else, nor had you been taught, but rather by the assistance of a god, as the story goes, you uplifted our life.	ὅς γʼ ἐξέλυσας ἄστυ Καδμεῖον μολὼν σκληρᾶς ἀοιδοῦ δασμὸν ὃν παρείχομεν, καὶ ταῦθʼ ὑφʼ ἡμῶν οὐδὲν ἐξειδὼς πλέον οὐδʼ ἐκδιδαχθείς, ἀλλὰ προσθήκῃ θεοῦ λέγει νομίζει θʼ ἡμὶν ὀρθῶσαι βίον·
Now, Oedipus, king glorious in our eyes, we, your suppliants, beseech you to find some defence for us, whether you hear it from some divine omen, or learn of it from some mortal. For I see that the outcome of the councils of experienced men	νῦν τʼ, ὦ κράτιστον πᾶσιν Οἰδίπου κάρα, ἱκετεύομέν σε πάντες οἵδε πρόστροποι ἀλκήν τινʼ εὑρεῖν ἡμίν, εἴτε του θεῶν φήμην ἀκούσας εἴτʼ ἀπʼ ἀνδρὸς οἶσθά του· ὡς τοῖσιν ἐμπείροισι καὶ τὰς ξυμφορὰς
most often have effect. On, best of mortals, uplift our state! On, guard your fame, since now this land calls you savior on account of your former zeal. Let us not remember of your reign that	ζώσας ὁρῶ μάλιστα τῶν βουλευμάτων. ἴθʼ, ὦ βροτῶν ἄριστʼ, ἀνόρθωσον πόλιν, ἴθʼ, εὐλαβήθηθʼ· ὡς σὲ νῦν μὲν ἥδε γῆ σωτῆρα κλῄζει τῆς πάρος προθυμίας· ἀρχῆς δὲ τῆς σῆς μηδαμῶς μεμνώμεθα
we were first restored and then cast down: lift this state so that it falls no more! With good omen you provided us that past happiness: show yourself the same now too, since if you are to rule this land just as you do now, it is better to be lord of men than of a wasteland.	στάντες τʼ ἐς ὀρθὸν καὶ πεσόντες ὕστερον. ἀλλʼ ἀσφαλείᾳ τήνδʼ ἀνόρθωσον πόλιν· ὄρνιθι γὰρ καὶ τὴν τότʼ αἰσίῳ τύχην παρέσχες ἡμῖν, καὶ τανῦν ἴσος γενοῦ. ὡς εἴπερ ἄρξεις τῆσδε γῆς, ὥσπερ κρατεῖς,
Neither walled town nor ship is anything, if it is empty and no men dwell within.	ξὺν ἀνδράσιν κάλλιον ἢ κενῆς κρατεῖν· ὡς οὐδέν ἐστιν οὔτε πύργος οὔτε ναῦς ἔρημος ἀνδρῶν μὴ ξυνοικούντων ἔσω.
My piteous children, I know quite well the desires with which you have come: I know well that	ὦ παῖδες οἰκτροί, γνωτὰ κοὐκ ἄγνωτά μοι προσήλθεθʼ ἱμείροντες· εὖ γὰρ οἶδʼ ὅτι
you all are sick, and though you are sick I know well that there is not one of you who is as sick as I. Your pain comes on each of you for himself alone, and for no other, but my soul is in pain at once for the city, for myself, and for you.	νοσεῖτε πάντες, καὶ νοσοῦντες, ὡς ἐγὼ οὐκ ἔστιν ὑμῶν ὅστις ἐξ ἴσου νοσεῖ. τὸ μὲν γὰρ ὑμῶν ἄλγος εἰς ἕνʼ ἔρχεται μόνον καθʼ αὑτὸν κοὐδένʼ ἄλλον, ἡ δʼ ἐμὴ ψυχὴ πόλιν τε κἀμὲ καὶ σʼ ὁμοῦ στένει.
Thus you are not awakening me from sleep: no, be sure that I have wept many tears, wandered far and wide in my thought. I have made use of the only remedy which I could find after close consideration: I sent my relative	ὥστʼ οὐχ ὕπνῳ γʼ εὕδοντά μʼ ἐξεγείρετε, ἀλλʼ ἴστε πολλὰ μέν με δακρύσαντα δή, πολλὰς δʼ ὁδοὺς ἐλθόντα φροντίδος πλάνοις· ἣν δʼ εὖ σκοπῶν ηὕρισκον ἴασιν μόνην, ταύτην ἔπραξα· παῖδα γὰρ Μενοικέως
Creon, Menoeceus’ son, to Apollo’s Pythian residence to learn what we might do or say to protect this city. And now, when the lapse of days is reckoned, I am troubled about what he is doing, for he has been away an unreasonably long time	Κρέοντʼ, ἐμαυτοῦ γαμβρόν, ἐς τὰ Πυθικὰ ἔπεμψα Φοίβου δώμαθʼ, ὡς πύθοιθʼ ὅ τι δρῶν ἢ τί φωνῶν τήνδε ῥυσαίμην πόλιν. καί μʼ ἦμαρ ἤδη ξυμμετρούμενον χρόνῳ λυπεῖ τί πράσσει· τοῦ γὰρ εἰκότος πέρα
beyond what is fitting. But when he arrives, I would be no true man if did not perform all that the god reveals.	ἄπεστι πλείω τοῦ καθήκοντος χρόνου. ὅταν δʼ ἵκηται, τηνικαῦτʼ ἐγὼ κακὸς μὴ δρῶν ἂν εἴην πάνθʼ ὅσʼ ἂν δηλοῖ θεός.
You have spoken opportunely, since at this time these people here indicate that Creon is drawing near.	ἀλλʼ εἰς καλὸν σύ τʼ εἶπας οἵδε τʼ ἀρτίως Κρέοντα προσστείχοντα σημαίνουσί μοι.
Lord Apollo, may he come to us in the brightness of saving fortune, even as his face is bright!	ὦναξ Ἄπολλον, εἰ γὰρ ἐν τύχῃ γέ τῳ σωτῆρι βαίη λαμπρὸς ὥσπερ ὄμματι
He seems to bring comfort, since otherwise he would not be coming crowned so thickly with berry-laden bay.	ἀλλʼ εἰκάσαι μέν, ἡδύς· οὐ γὰρ ἂν κάρα πολυστεφὴς ὧδʼ εἷρπε παγκάρπου δάφνης.
We will soon know: he is within hearing-range.	τάχʼ εἰσόμεσθα· ξύμμετρος γὰρ ὡς κλύειν.
Prince, my kinsman, child of Menoeceus, what news have you brought us from the god?	ἄναξ, ἐμὸν κήδευμα, παῖ Μενοικέως, τίνʼ ἡμὶν ἥκεις τοῦ θεοῦ φήμην φέρων;
Good news. I tell you that even troubles hard to bear will end in perfect peace if they find the right issue.	ἐσθλήν· λέγω γὰρ καὶ τὰ δύσφορʼ, εἰ τύχοι κατʼ ὀρθὸν ἐξελθόντα, πάντʼ ἂν εὐτυχεῖν.
But what is the oracle ? So far, your words	ἔστιν δὲ ποῖον τοὔπος; οὔτε γὰρ θρασὺς
neither encourage nor frighten me.	οὔτʼ οὖν προδείσας εἰμὶ τῷ γε νῦν λόγῳ.
If you want to hear in the presence of these people, I am ready to speak: otherwise we can go inside.	εἰ τῶνδε χρῄζεις πλησιαζόντων κλύειν, ἕτοιμος εἰπεῖν, εἴτε καὶ στείχειν ἔσω.
Speak to all. The sorrow that I bear for these is more than for my own life.	ἐς πάντας αὔδα· τῶνδε γὰρ πλέον φέρω τὸ πένθος ἢ καὶ τῆς ἐμῆς ψυχῆς πέρι.
I will tell you what I heard from the god. Phoebus our lord clearly commands us to drive out the defilement which he said was harbored in this land, and not to nourish it so that it cannot be healed.	λέγοιμʼ ἂν οἷʼ ἤκουσα τοῦ θεοῦ πάρα. ἄνωγεν ἡμᾶς Φοῖβος ἐμφανῶς ἄναξ μίασμα χώρας, ὡς τεθραμμένον χθονὶ ἐν τῇδʼ, ἐλαύνειν μηδʼ ἀνήκεστον τρέφειν.
With what sort of purification? What is the manner of the misfortune?	ποίῳ καθαρμῷ; τίς ὁ τρόπος τῆς ξυμφορᾶς;
By banishing the man, or by paying back bloodshed with bloodshed, since it is this blood which brings the tempest on our city.	ἀνδρηλατοῦντας ἢ φόνῳ φόνον πάλιν λύοντας, ὡς τόδʼ αἷμα χειμάζον πόλιν.
And who is the man whose fate he thus reveals?	ποίου γὰρ ἀνδρὸς τήνδε μηνύει τύχην;
Laius, my lord, was the leader of our land before you assumed control of this state.	ἦν ἡμίν, ὦναξ, Λάϊός ποθʼ ἡγεμὼν γῆς τῆσδε, πρὶν σὲ τήνδʼ ἀπευθύνειν πόλιν.
I know it well—by hearsay, for I never saw him.	ἔξοιδʼ ἀκούων· οὐ γὰρ εἰσεῖδόν γέ πω.
He was slain, and the god now bids us to take vengeance on his murderers, whoever they are.	τούτου θανόντος νῦν ἐπιστέλλει σαφῶς τοὺς αὐτοέντας χειρὶ τιμωρεῖν τινας.
Where on earth are they? Where shall the dim track of this old crime be found?	οἳ δʼ εἰσὶ ποῦ γῆς; ποῦ τόδʼ εὑρεθήσεται ἴχνος παλαιᾶς δυστέκμαρτον αἰτίας;
In this land, the god said. What is sought for can be caught; only that which is not watched escapes.	ἐν τῇδʼ ἔφασκε γῇ· τὸ δὲ ζητούμενον ἁλωτόν, ἐκφεύγειν δὲ τἀμελούμενον.
Was it in the house, or in the field, or on foreign soil that Laius met his bloody end?	πότερα δʼ ἐν οἴκοις ἢ ʼν ἀγροῖς ὁ Λάϊος ἢ γῆς ἐπʼ ἄλλης τῷδε συμπίπτει φόνῳ;
He left our land, as he said, on a mission to Delphi .	θεωρός, ὡς ἔφασκεν, ἐκδημῶν, πάλιν
And once he had set forth, he never again returned.	πρὸς οἶκον οὐκέθʼ ἵκεθʼ, ὡς ἀπεστάλη.
And was there none to tell? Was there no travelling companion who saw the deed, from whom tidings might have been gained, and used?	οὐδʼ ἄγγελός τις οὐδὲ συμπράκτωρ ὁδοῦ κατεῖδʼ, ὅτου τις ἐκμαθὼν ἐχρήσατʼ ἄν;
All perished, save one who fled in fear, and he could tell with assurance only one thing of all that he saw.	θνῄσκουσι γάρ, πλὴν εἷς τις, ὃς φόβῳ, φυγὼν ὧν εἶδε πλὴν ἓν οὐδὲν εἶχʼ εἰδὼς φράσαι.
And what was that? One thing might hold the clue to many, if we could only get a small beginning for hope.	τὸ ποῖον; ἓν γὰρ πόλλʼ ἂν ἐξεύροι μαθεῖν, ἀρχὴν βραχεῖαν εἰ λάβοιμεν ἐλπίδος.
He said that robbers fell upon them, not one man alone, but with a great force.	λῃστὰς ἔφασκε συντυχόντας οὐ μιᾷ ῥώμῃ κτανεῖν νιν, ἀλλὰ σὺν πλήθει χερῶν.
How then, unless some intrigue had been worked with bribes	πῶς οὖν ὁ λῃστής, εἴ τι μὴ ξὺν ἀργύρῳ
from here in Thebes , would the robbers have been so bold?	ἐπράσσετʼ ἐνθένδʼ, ἐς τόδʼ ἂν τόλμης ἔβη;
Such things were surmised. But once Laius was slain no avenger arose in the midst of our troubles.	δοκοῦντα ταῦτʼ ἦν· Λαΐου δʼ ὀλωλότος οὐδεὶς ἀρωγὸς ἐν κακοῖς ἐγίγνετο.
But when royalty had fallen in this way, what trouble prevented a full search?	κακὸν δὲ ποῖον ἐμποδών, τυραννίδος οὕτω πεσούσης, εἶργε τοῦτʼ ἐξειδέναι;
The riddling Sphinx had forced us to let things that were obscure go, and to investigate the pressing trouble.	ἡ ποικιλῳδὸς Σφὶγξ τὸ πρὸς ποσὶν σκοπεῖν μεθέντας ἡμᾶς τἀφανῆ προσήγετο.
I will start afresh, and once more make dark things plain. Worthily has Phoebus Apollo—and worthily have you—bestowed this care on behalf of the dead. And so, as is fitting, you will find me allied with you	ἀλλʼ ἐξ ὑπαρχῆς αὖθις αὔτʼ ἐγὼ φανῶ· ἐπαξίως γὰρ Φοῖβος, ἀξίως δὲ σὺ πρὸ τοῦ θανόντος τήνδʼ ἔθεσθʼ ἐπιστροφήν·
in seeking vengeance for this land, and for the god as well. I will dispel this taint not on behalf of far-off friends, but for my own benefit. For whoever killed Laius	ὥστʼ ἐνδίκως ὄψεσθε κἀμὲ σύμμαχον γῇ τῇδε τιμωροῦντα τῷ θεῷ θʼ ἅμα. ὑπὲρ γὰρ οὐχὶ τῶν ἀπωτέρω φίλων, ἀλλʼ αὐτὸς αὑτοῦ τοῦτʼ ἀποσκεδῶ μύσος. ὅστις γὰρ ἦν ἐκεῖνον ὁ κτανών, τάχʼ ἂν
might wish to take vengeance on me also with a hand as fierce. Avenging Laius, therefore, I serve myself. Come, my children, as quickly as possible rise from the altar-steps, and lift these suppliant boughs. Let someone summon here Cadmus’ people, warning them that I will leave nothing untried.	κἄμʼ ἂν τοιαύτῃ χειρὶ τιμωροῦνθʼ ἕλοι. κείνῳ προσαρκῶν οὖν ἐμαυτὸν ὠφελῶ. ἀλλʼ ὡς τάχιστα, παῖδες, ὑμεῖς μὲν βάθρων ἵστασθε, τούσδʼ ἄραντες ἱκτῆρας κλάδους, ἄλλος δὲ Κάδμου λαὸν ὧδʼ ἀθροιζέτω,
For with the god’s help our good fortune—or our ruin—will be made certain.	ὡς πᾶν ἐμοῦ δράσοντος· ἢ γὰρ εὐτυχεῖς σὺν τῷ θεῷ φανούμεθʼ ἢ πεπτωκότες.
My children, let us rise. What we came to seek, this man promises of his own accord. And may Phoebus, who sent these oracles,	ὦ παῖδες, ἱστώμεσθα· τῶνδε γὰρ χάριν καὶ δεῦρʼ ἔβημεν ὧν ὅδʼ ἐξαγγέλλεται. Φοῖβος δʼ ὁ πέμψας τάσδε μαντείας ἅμα
